score_bucket,signals,triggered,entry_rate,win_rate,target_rate,expectancy_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_r,avg_hold
75-79,153,141,0.9215686274509803,0.44680851063829785,0.3617021276595745,0.15037159835962724,1.511756091331265,-0.9492081844251572,1.2863708784967058,-17.08860058372025,9.460992907801419
80-84,32,30,0.9375,0.4666666666666667,0.36666666666666664,0.2012024283746619,1.4539745510904083,-0.8949731790016164,1.4215260993891858,-4.011914818514825,10.6
85+,227,204,0.8986784140969163,0.44607843137254904,0.35784313725490197,0.12145543457431769,1.5238959066568702,-1.0079435296691537,1.2175366693593708,-17.86904474590606,8.333333333333334
